0,10
1,9
2,57
3,34
4,4
5,7
6,101
7,13
8,20
9,257
10,8
11,110
12,56
13,6
14,23
15,3
16,29
17,4
18,22
19,17
20,17
21,16
22,7
23,3
24,33
25,6
26,27
27,3
28,25
29,7
30,54
31,4
32,49
33,265
34,21
35,3
36,626
37,5
38,7
39,220
40,9
41,153
42,7
43,8
44,4
45,3
46,22
47,8
48,93
49,51
50,15
51,67
52,71
53,364
54,13
55,10
56,104
57,3
58,9
59,9
60,104
61,7
62,8
63,8
64,67
65,7
66,6
67,20
68,56
69,10
70,32
71,3
72,387
73,15
74,4
75,5
76,38
77,9
78,4
79,19
80,68
81,63
82,318
83,8
84,5
85,44
86,13
87,76
88,3
89,5
90,7
91,316
92,9
93,20
94,8
95,3
96,15
97,139
98,4
99,5
100,12
101,6
102,3
103,53
104,19
105,52
106,15
107,6
108,37
109,4
110,47
111,7
112,5
113,52
114,260
115,17
116,101
117,56
118,8
119,29
120,4
121,8
122,4
123,209
124,34
125,7
126,35
127,7
128,6
129,13
130,170
131,99
132,18
133,18
134,9
135,30
136,9
137,116
138,13
139,5
140,3
141,10
142,5
143,30
144,6
145,22
146,20
147,138
148,23
149,5
150,56
151,19
152,4
153,4
154,31
155,81
156,7
157,81
158,6
159,5
160,20
161,18
162,28
163,19
164,11
165,312
166,13
167,396
168,588
169,23
170,131
171,340
172,14
173,3
174,21
175,29
176,459
177,5
178,15
179,25
180,12
181,29
182,3
183,7
184,20
185,84
186,17
187,5
188,16
189,3
190,20
191,3
192,3
193,4
194,4
195,31
196,10
197,11
198,390
199,8
200,15
201,24
202,4
203,5
204,26
205,37
206,3
207,7
208,11
209,11
210,3
211,129
212,109
213,8
214,15
215,14
216,5
217,7
218,16
219,206
220,31
221,24
222,10
223,5
224,41
225,26
226,6
227,22
228,70
229,6
230,13
231,87
232,4
233,3
234,205
235,16
236,9
237,35
238,33
239,5
240,12
241,13
242,3
243,6
244,3
245,94
246,7
247,3
248,48
249,4
250,7
251,4
252,6
253,9
254,3
255,32
256,9
257,12
258,3
259,11
260,14
261,9
262,206
263,25
264,20
265,14
266,8
267,3
268,314
269,4
270,4
271,6
272,188
273,46
274,3
275,48
276,20
277,41
278,3
279,5
280,3
281,6
282,240
283,314
284,13
285,41
286,118
287,57
288,6
289,38
290,137
291,3
292,7
293,6
294,3
295,38
296,3
297,109
298,157
299,5
300,59
301,6
302,7
303,9
304,6
305,5
306,7
307,49
308,16
309,9
310,27
311,113
312,4
313,6
314,8
315,64
316,53
317,3
318,59
319,3
320,31
321,51
322,6
323,190
324,34
325,5
326,6
327,5
328,5
329,200
330,15
331,4
332,6
333,118
334,141
335,4
336,4
337,17
338,33
339,25
340,4
341,5
342,3
343,4
344,10
345,5
346,3
347,76
348,6
349,9
350,45
351,6
352,6
353,3
354,132
355,4
356,9
357,4
358,6
359,201
360,99
361,13
362,168
363,10
364,24
365,21
366,3
367,12
368,5
369,9
370,3
371,408
372,10
373,5
374,36
375,38
376,4
377,25
378,13
379,53
380,4
381,7
382,8
383,9
384,3
385,99
386,342
387,5
388,4
389,5
390,8
391,12
392,3
393,14
394,6
395,341
396,35
397,613
398,377
399,591
400,69
401,7
402,18
403,6
404,82
405,23
406,92
407,26
408,9
409,117
410,7
411,12
412,39
413,10
414,9
415,3
416,24
417,26
418,134
419,12
420,106
421,34
422,6
423,9
424,4
425,3
426,3
427,3
428,5
429,34
430,32
431,40
432,3
433,176
434,43
435,25
436,3
437,377
438,29
439,16
440,21
441,256
442,3
443,10
444,3
445,5
446,4
447,5
448,3
449,28
450,106
451,12
452,6
453,5
454,11
455,3
456,21
457,3
458,7
459,7
460,4
461,17
462,7
463,43
464,32
465,170
466,72
467,45
468,13
469,24
470,8
471,4
472,39
473,40
474,47
475,82
476,52
477,73
478,19
479,54
480,4
481,3
482,4
483,3
484,4
485,124
486,25
487,11
488,11
489,12
490,20
491,5
492,9
493,5
494,28
495,7
496,27
497,220
498,54
499,6
500,11
501,11
502,20
503,178
504,53
505,4
506,325
507,57
508,693
509,3
510,3
511,3
512,6
513,42
514,20
515,17
516,3
517,60
518,11
519,8
520,30
521,93
522,220
523,3
524,8
525,4
526,43
527,3
528,6
529,48
530,19
531,45
532,3
533,26
534,4
535,38
536,167
537,6
538,6
539,4
540,275
541,18
542,6
543,544
544,6
545,11
546,24
547,10
548,268
549,9
550,117
551,15
552,15
553,62
554,69
555,14
556,10
557,77
558,8
559,12
560,17
561,13
562,6
563,108
564,5
565,4
566,27
567,19
568,4
569,3
570,24
571,18
572,11
573,11
574,6
575,7
576,13
577,53
578,7
579,3
580,18
581,7
582,3
583,255
584,50
585,24
586,3
587,3
588,5
589,5
590,44
591,16
592,66
593,19
594,15
595,4
596,22
597,5
598,8
599,3
600,12
601,8
602,19
603,219
604,12
605,4
606,7
607,49
608,10
609,9
610,98
611,24
612,20
613,5
614,5
615,4
616,3
617,9
618,42
619,208
620,48
621,3
622,8
623,3
624,5
625,7
626,6
627,6
628,4
629,43
630,22
631,6
632,4
633,7
634,7
635,19
636,66
637,9
638,6
639,7
640,3
641,6
642,13
643,9
644,23
645,29
646,23
647,227
648,48
649,32
650,7
651,27
652,31
653,5
654,99
655,3
656,54
657,10
658,88
659,17
660,151
661,28
662,228
663,345
664,42
665,348
666,142
667,4
668,151
669,5
670,27
671,3
672,181
673,52
674,17
675,203
676,44
677,36
678,12
679,37
680,7
681,3
682,61
683,5
684,19
685,13
686,8
687,50
688,7
689,9
690,7
691,19
692,20
693,4
694,15
695,3
696,23
697,15
698,4
699,58
700,11
701,7
702,54
703,196
704,107
705,5
706,44
707,3
708,8
709,6
710,24
711,149
712,178
713,46
714,16
715,6
716,141
717,78
718,23
719,448
720,25
721,21
722,34
723,6
724,10
725,20
726,23
727,4
728,3
729,44
730,110
731,3
732,6
733,9
734,18
735,152
736,322
737,246
738,59
739,4
740,10
741,3
742,111
743,23
744,4
745,26
746,27
747,65
748,9
749,35
750,28
751,9
752,5
753,6
754,165
755,15
756,24
757,3
758,41
759,3
760,6
761,21
762,43
763,11
764,6
765,9
766,90
767,13
768,10
769,143
770,10
771,411
772,29
773,37
774,20
775,22
776,10
777,18
778,25
779,14
780,3
781,63
782,3
783,6
784,277
785,39
786,4
787,194
788,26
789,3
790,27
791,4
792,6
793,17
794,5
795,9
796,4
797,22
798,4
799,48
800,15
801,4
802,3
803,24
804,21
805,3
806,9
807,4
808,6
809,25
810,29
811,48
812,12
813,166
814,4
815,69
816,6
817,4
818,10
819,66
820,3
821,76
822,13
823,3
824,5
825,264
826,144
827,4
828,12
829,11
830,63
831,7
832,3
833,6
834,20
835,96
836,48
837,11
838,6
839,7
840,11
841,34
842,531
843,12
844,19
845,17
846,16
847,8
848,33
849,6
850,419
851,3
852,347
853,149
854,21
855,17
856,15
857,29
858,58
859,16
860,8
861,5
862,3
863,86
864,371
865,11
866,3
867,4
868,46
869,145
870,40
871,9
872,58
873,61
874,24
875,6
876,26
877,16
878,4
879,8
880,53
881,3
882,80
883,13
884,8
885,11
886,782
887,41
888,9
889,8
890,66
891,35
892,12
893,4
894,5
895,3
896,117
897,3
898,184
899,4
900,33
901,226
902,3
903,89
904,33
905,16
906,13
907,11
908,233
909,10
910,12
911,10
912,6
913,4
914,22
915,5
916,3
917,48
918,4
919,3
920,3
921,6
922,3
923,7
924,10
925,158
926,4
927,6
928,414
929,5
930,70
931,9
932,8
933,15
934,22
935,8
936,63
937,41
938,7
939,14
940,4
941,4
942,19
943,64
944,11
945,63
946,18
947,33
948,388
949,30
950,93
951,3
952,37
953,57
954,82
955,9
956,4
957,13
958,6
959,69
960,5
961,3
962,45
963,9
964,12
965,14
966,90
967,18
968,9
969,22
970,13
971,23
972,4
973,7
974,4
975,439
976,22
977,7
978,28
979,4
980,26
981,22
982,11
983,7
984,69
985,6
986,21
987,11
988,14
989,13
990,4
991,141
992,4
993,11
994,4
995,8
996,8
997,9
998,3
999,153
1000,5
1001,188
1002,12
1003,5
1004,111
1005,30
1006,12
1007,5
1008,7
1009,36
1010,245
1011,8
1012,87
1013,11
1014,3
1015,97
1016,5
1017,59
1018,15
1019,39
1020,10
1021,43
1022,7
1023,8
1024,6
1025,95
1026,102
1027,3
1028,6
1029,19
1030,69
1031,14
1032,196
1033,17
1034,144
1035,128
1036,3
1037,5
1038,91
1039,4
1040,21
1041,18
1042,3
1043,4
1044,8
1045,95
1046,7
1047,56
1048,9
1049,3
1050,24
1051,183
1052,13
1053,24
1054,68
1055,23
1056,12
1057,4
1058,12
1059,134
1060,20
1061,9
1062,8
1063,9
1064,3
1065,20
1066,9
1067,7
1068,4
1069,10
1070,13
1071,4
1072,17
1073,4
1074,51
1075,19
1076,7
1077,9
1078,88
1079,4
1080,17
1081,26
1082,10
1083,3
1084,6
1085,27
1086,139
1087,6
1088,9
1089,4
1090,20
1091,16
1092,8
1093,96
1094,488
1095,6
1096,6
1097,17
1098,130
1099,3
1100,256
1101,17
1102,9
1103,13
1104,4
1105,4
1106,7
1107,11
1108,13
1109,22
1110,95
1111,6
1112,4
1113,7
1114,180
1115,26
1116,28
1117,71
1118,7
1119,152
1120,293
1121,3
1122,4
1123,4
1124,28
1125,4
1126,22
1127,3
1128,18
1129,7
1130,20
1131,4
1132,3
1133,5
1134,19
1135,61
1136,58
1137,6
1138,6
1139,8
1140,23
1141,30
1142,81
1143,3
1144,18
1145,120
1146,499
1147,37
1148,215
1149,3
1150,40
1151,66
1152,6
1153,14
1154,3
1155,84
1156,13
1157,119
1158,4
1159,167
1160,5
1161,83
1162,45
1163,12
1164,6
1165,132
1166,36
1167,8
1168,10
1169,6
1170,17
1171,5
1172,3
1173,3
1174,110
1175,80
1176,323
1177,3
1178,18
1179,12
1180,97
1181,3
1182,345
1183,13
1184,8
1185,16
1186,10
1187,549
1188,4
1189,11
1190,26
1191,3
1192,27
1193,13
1194,83
1195,33
1196,3
1197,141
1198,6
1199,22
1200,785
1201,16
1202,138
1203,7
1204,7
1205,10
1206,30
1207,46
1208,37
1209,11
1210,132
1211,151
1212,13
1213,9
1214,22
1215,20
1216,3
1217,181
1218,10
1219,5
1220,33
1221,36
1222,120
1223,4
1224,3
1225,25
1226,14
1227,4
1228,21
1229,67
1230,16
1231,39
1232,4
1233,25
1234,10
1235,46
1236,17
1237,89
1238,59
1239,66
1240,10
1241,7
1242,3
1243,4
1244,43
1245,11
1246,90
1247,40
1248,27
1249,12
1250,14
1251,73
1252,18
1253,28
1254,3
1255,3
1256,4
1257,4
1258,4
1259,11
1260,7
1261,147
1262,46
1263,19
1264,63
1265,18
1266,20
1267,14
1268,36
1269,14
1270,7
1271,9
1272,8
1273,10
1274,5
1275,16
1276,11
1277,34
1278,5
1279,7
1280,9
1281,6
1282,30
1283,9
1284,116
1285,49
1286,7
1287,14
1288,8
1289,6
1290,208
1291,27
1292,48
1293,4
1294,6
1295,4
1296,6
1297,16
1298,44
1299,186
1300,37
1301,62
1302,15
1303,12
1304,8
1305,45
1306,10
1307,14
1308,3
1309,9
1310,8
1311,203
1312,431
1313,5
1314,4
1315,68
1316,4
1317,3
1318,10
1319,33
1320,3
1321,123
1322,110
1323,14
1324,149
1325,7
1326,46
1327,41
1328,195
1329,118
1330,13
1331,45
1332,13
1333,6
1334,77
1335,50
1336,6
1337,10
1338,7
1339,155
1340,100
1341,100
1342,10
1343,9
1344,5
1345,37
1346,8
1347,263
1348,51
1349,27
1350,20
1351,16
1352,5
1353,140
1354,74
1355,12
1356,1208
1357,36
1358,66
1359,59
1360,34
1361,4
1362,59
1363,36
1364,9
1365,5
1366,23
1367,15
1368,5
1369,82
1370,77
1371,7
1372,12
1373,7
1374,44
1375,142
1376,3
1377,3
1378,149
1379,52
1380,15
1381,423
1382,3
1383,16
1384,22
1385,72
1386,12
1387,146
1388,213
1389,53
1390,6
1391,27
1392,30
1393,4
1394,141
1395,5
1396,42
1397,3
1398,5
1399,3
1400,97
1401,17
1402,30
1403,35
1404,12
1405,22
1406,31
1407,5
1408,8
1409,7
1410,3
1411,94
1412,3
1413,5
1414,61
1415,4
1416,31
1417,32
1418,3
1419,6
1420,158
1421,4
1422,66
1423,34
1424,36
1425,163
1426,5
1427,397
1428,11
1429,7
1430,7
1431,46
1432,13
1433,755
1434,25
1435,40
1436,4
1437,4
1438,86
1439,3
1440,9
1441,23
1442,4
1443,4
1444,13
1445,31
1446,3
1447,38
1448,15
1449,12
1450,66
1451,8
1452,190
1453,4
1454,3
1455,6
1456,9
1457,49
1458,12
1459,3
1460,4
1461,29
1462,60
1463,47
1464,53
1465,5
1466,68
1467,7
1468,80
1469,47
1470,4
1471,13
1472,3
1473,7
1474,11
1475,16
1476,14
1477,6
1478,7
1479,36
1480,54
1481,289
1482,64
1483,6
