userId,movieId,rating,timestamp
1,1,2.0,0
1,2,4.0,1
1,3,3.5,2
1,4,3.0,3
1,5,4.0,4
1,6,3.5,5
1,7,3.5,6
1,8,3.0,7
1,9,2.5,8
1,10,4.0,9
1,11,4.0,10
1,12,4.0,11
2,13,2.0,0
3,14,0.5,0
3,15,1.0,1
3,16,4.0,2
3,17,3.0,3
3,18,4.0,4
3,19,4.0,5
3,20,2.5,6
3,21,1.5,7
3,22,2.0,8
3,23,3.0,9
3,24,4.0,10
3,25,1.5,11
3,26,1.0,12
3,27,4.0,13
3,28,3.0,14
3,29,3.0,15
3,30,4.0,16
3,31,3.0,17
3,32,2.0,18
3,33,2.5,19
3,34,3.0,20
3,35,4.0,21
3,36,2.0,22
3,37,2.0,23
3,38,2.0,24
3,39,4.0,25
3,40,4.0,26
3,41,4.0,27
3,42,0.5,28
3,43,4.0,29
3,44,4.0,30
3,45,2.5,31
3,46,1.0,32
3,47,2.5,33
3,48,4.0,34
3,49,3.0,35
3,50,4.0,36
3,51,0.5,37
3,52,4.0,38
3,53,4.0,39
3,54,4.0,40
3,55,2.5,41
3,56,2.5,42
3,57,0.5,43
3,58,4.0,44
3,59,4.0,45
3,60,4.0,46
3,61,0.5,47
3,62,4.0,48
3,63,1.5,49
3,64,4.0,50
3,65,0.5,51
3,66,4.0,52
3,67,4.0,53
3,6,0.5,54
3,68,4.0,55
3,69,3.0,56
3,70,2.5,57
3,71,4.0,58
3,72,2.5,59
3,73,0.5,60
3,74,2.5,61
3,75,3.5,62
3,76,0.5,63
3,77,3.5,64
3,78,4.0,65
3,79,2.0,66
3,80,2.5,67
3,81,2.0,68
3,82,3.5,69
3,83,2.5,70
3,84,3.5,71
3,85,3.0,72
3,86,3.5,73
3,87,3.5,74
3,88,2.5,75
3,89,0.5,76
3,90,3.5,77
3,91,1.0,78
3,92,2.5,79
3,93,1.0,80
3,94,4.0,81
3,95,3.0,82
3,96,4.0,83
3,97,4.0,84
3,98,2.5,85
3,99,3.0,86
3,100,0.5,87
3,101,3.0,88
3,102,4.0,89
3,103,4.0,90
3,104,2.0,91
3,105,3.0,92
3,106,3.0,93
3,107,4.0,94
3,108,0.5,95
3,109,3.0,96
3,110,4.0,97
3,111,4.0,98
3,112,3.0,99
3,113,1.0,100
3,114,4.0,101
3,115,4.0,102
3,116,1.0,103
3,117,4.0,104
3,118,4.0,105
3,119,2.0,106
3,120,2.5,107
3,121,2.0,108
3,122,2.0,109
3,123,3.5,110
3,124,3.5,111
3,125,2.5,112
3,126,4.0,113
3,127,0.5,114
3,128,0.5,115
3,129,4.0,116
3,130,2.5,117
3,131,2.5,118
3,132,4.0,119
3,133,3.5,120
3,134,2.5,121
3,135,3.5,122
3,136,4.0,123
3,137,1.0,124
3,138,1.5,125
3,139,3.0,126
3,140,2.5,127
3,141,4.0,128
3,142,4.0,129
3,143,1.5,130
3,144,4.0,131
3,145,4.0,132
3,146,1.5,133
3,147,4.0,134
3,148,3.5,135
3,149,3.5,136
3,150,2.0,137
3,10,3.5,138
3,151,4.0,139
3,152,3.5,140
3,153,2.0,141
3,154,1.5,142
3,155,4.0,143
3,156,1.5,144
3,157,1.5,145
3,158,4.0,146
3,159,1.5,147
3,160,3.0,148
3,161,4.0,149
3,162,4.0,150
3,163,3.0,151
3,164,3.5,152
3,165,3.0,153
3,166,4.0,154
3,167,4.0,155
3,168,4.0,156
3,169,3.5,157
3,170,2.0,158
3,171,1.0,159
3,172,0.5,160
3,173,2.0,161
3,174,4.0,162
3,175,1.0,163
3,176,3.5,164
3,177,2.5,165
3,178,4.0,166
3,179,2.5,167
3,180,2.5,168
3,181,4.0,169
3,182,3.0,170
3,183,2.0,171
3,184,1.0,172
3,185,2.5,173
3,186,3.0,174
3,187,2.5,175
3,188,4.0,176
3,189,4.0,177
3,190,4.0,178
3,191,2.5,179
3,192,4.0,180
3,193,4.0,181
3,194,3.5,182
3,195,1.5,183
3,196,1.5,184
3,197,3.0,185
3,198,4.0,186
3,199,3.0,187
3,200,1.0,188
3,201,3.0,189
3,202,4.0,190
3,203,3.0,191
3,204,3.0,192
4,205,3.0,0
4,3,2.5,1
4,206,3.0,2
4,1,3.0,3
4,207,2.0,4
4,17,0.5,5
5,208,3.0,0
6,17,3.5,0
6,2,4.0,1
6,209,4.0,2
6,210,4.0,3
6,211,3.0,4
6,7,3.5,5
7,1,1.0,0
7,212,4.0,1
7,2,4.0,2
7,11,4.0,3
7,213,1.5,4
7,214,1.5,5
7,215,3.5,6
7,10,4.0,7
7,216,4.0,8
7,205,2.5,9
7,3,0.5,10
7,13,2.0,11
8,217,4.0,0
8,215,4.0,1
9,218,4.0,0
10,13,4.0,0
10,215,4.0,1
10,213,0.5,2
10,11,4.0,3
10,10,4.0,4
11,206,3.5,0
11,1,3.0,1
11,7,4.0,2
11,219,3.5,3
12,12,4.0,0
12,207,4.0,1
12,3,3.0,2
12,84,1.5,3
12,11,4.0,4
12,211,2.5,5
12,220,3.5,6
12,4,3.5,7
12,2,3.5,8
13,218,3.0,0
13,221,1.5,1
13,222,4.0,2
13,223,3.5,3
13,206,4.0,4
13,224,0.5,5
13,225,0.5,6
13,226,2.5,7
13,11,4.0,8
13,207,2.5,9
13,227,3.0,10
13,228,4.0,11
13,229,0.5,12
13,230,3.0,13
13,231,0.5,14
13,232,3.5,15
13,4,4.0,16
14,233,3.0,0
14,205,0.5,1
14,211,4.0,2
14,234,4.0,3
14,235,0.5,4
14,7,3.5,5
14,207,0.5,6
14,236,4.0,7
14,13,4.0,8
15,2,4.0,0
16,235,3.5,0
16,207,4.0,1
16,11,3.0,2
16,7,3.5,3
16,12,3.0,4
16,236,2.0,5
16,213,4.0,6
16,4,2.5,7
16,1,3.0,8
16,2,4.0,9
16,219,3.0,10
17,237,2.0,0
17,215,4.0,1
18,9,3.5,0
19,238,2.0,0
19,239,3.5,1
19,2,4.0,2
19,211,3.5,3
19,240,2.5,4
19,213,3.0,5
19,17,4.0,6
19,241,3.0,7
19,3,2.5,8
20,242,3.5,0
20,207,2.0,1
20,7,3.0,2
21,239,3.0,0
21,243,4.0,1
21,1,2.5,2
21,9,4.0,3
21,211,4.0,4
21,212,3.5,5
21,244,2.5,6
21,245,4.0,7
21,214,4.0,8
21,235,3.5,9
21,246,4.0,10
21,205,4.0,11
21,210,2.5,12
21,247,4.0,13
21,248,4.0,14
21,12,4.0,15
21,249,3.0,16
21,17,4.0,17
21,220,4.0,18
21,11,4.0,19
21,215,4.0,20
21,250,4.0,21
21,251,4.0,22
21,84,4.0,23
21,252,3.0,24
21,7,2.0,25
21,233,4.0,26
21,217,3.0,27
21,241,4.0,28
21,6,4.0,29
21,253,3.5,30
21,254,3.0,31
21,255,4.0,32
21,236,4.0,33
21,206,3.0,34
21,4,4.0,35
21,2,4.0,36
21,13,4.0,37
21,207,4.0,38
21,256,3.0,39
21,219,4.0,40
21,5,4.0,41
21,8,4.0,42
21,213,3.0,43
21,216,3.0,44
21,234,3.0,45
21,121,4.0,46
21,10,3.5,47
21,3,3.0,48
21,257,4.0,49
22,4,4.0,0
22,255,4.0,1
22,2,4.0,2
22,7,4.0,3
22,235,3.5,4
22,219,3.0,5
22,257,3.0,6
22,17,4.0,7
22,1,4.0,8
22,11,4.0,9
22,12,4.0,10
23,7,2.5,0
23,207,3.0,1
23,3,4.0,2
23,1,3.0,3
23,5,3.0,4
23,213,2.5,5
23,9,3.0,6
23,219,2.0,7
23,8,3.5,8
24,258,4.0,0
24,259,4.0,1
25,255,3.5,0
25,207,3.0,1
25,214,2.0,2
25,1,3.5,3
25,84,3.5,4
25,17,3.0,5
25,234,2.5,6
25,211,4.0,7
25,249,2.0,8
25,246,2.0,9
25,250,4.0,10
25,9,2.0,11
25,254,4.0,12
25,121,3.0,13
25,241,1.0,14
25,216,3.0,15
25,210,3.5,16
25,252,2.5,17
25,219,3.5,18
25,212,2.0,19
25,6,3.5,20
25,11,4.0,21
25,2,4.0,22
25,8,3.0,23
25,245,3.5,24
25,248,4.0,25
25,217,2.0,26
25,239,2.0,27
25,253,3.0,28
25,220,0.5,29
25,236,3.5,30
25,243,3.5,31
25,244,3.5,32
25,206,2.5,33
25,7,3.5,34
25,4,2.5,35
25,247,2.5,36
25,257,2.5,37
25,12,1.5,38
25,10,2.0,39
25,5,3.5,40
25,215,4.0,41
25,13,4.0,42
25,251,3.0,43
25,235,1.5,44
25,256,3.5,45
25,3,4.0,46
25,233,3.0,47
25,205,2.5,48
25,213,2.5,49
26,215,3.5,0
26,1,3.5,1
26,260,1.0,2
26,11,3.0,3
26,214,0.5,4
27,261,3.5,0
27,213,4.0,1
27,255,1.5,2
27,10,4.0,3
27,5,2.5,4
27,1,1.0,5
27,234,2.0,6
27,13,2.0,7
27,262,2.5,8
27,3,1.0,9
27,205,3.5,10
27,214,3.0,11
27,216,2.0,12
27,252,1.5,13
27,212,3.0,14
27,11,4.0,15
27,2,1.0,16
27,217,3.5,17
27,219,1.0,18
27,263,2.0,19
27,239,1.5,20
27,215,0.5,21
27,7,1.0,22
28,17,3.0,0
28,253,3.0,1
28,254,2.0,2
28,255,3.5,3
28,7,2.5,4
28,236,4.0,5
28,206,3.5,6
28,4,3.0,7
28,13,3.0,8
28,207,2.5,9
28,256,2.5,10
28,5,3.5,11
28,8,4.0,12
28,213,2.5,13
28,216,2.0,14
28,234,3.0,15
28,121,3.0,16
28,2,3.0,17
28,3,2.0,18
28,257,3.0,19
28,219,3.5,20
28,1,2.0,21
28,9,3.5,22
28,211,3.0,23
28,212,3.0,24
28,245,2.5,25
28,214,3.0,26
28,235,3.0,27
28,246,2.0,28
28,205,3.5,29
28,210,2.5,30
28,10,1.5,31
28,247,3.0,32
28,239,3.0,33
28,248,3.5,34
28,12,3.0,35
28,249,3.0,36
28,243,3.5,37
