0,55
1,468
2,33
3,83
4,276
5,296
6,432
7,273
8,115
9,356
10,131
11,779
12,41
13,1075
14,292
15,34
16,26
17,131
18,374
19,23
20,33
21,51
22,130
23,620
24,20
25,329
26,51
27,28
28,143
29,249
30,27
31,69
32,170
33,394
34,98
35,1049
36,268
37,1080
38,87
39,137
40,348
41,43
42,563
43,612
44,89
45,190
46,90
47,407
48,146
49,21
50,482
51,136
52,349
53,251
54,1249
55,259
56,646
57,2528
58,70
59,762
60,863
61,202
62,709
63,330
64,52
65,25
66,35
67,968
68,315
69,138
70,309
71,651
72,405
73,221
74,250
75,92
76,371
77,662
78,240
79,156
80,26
81,699
82,247
83,43
84,585
85,155
86,52
87,69
88,122
89,115
90,1604
91,872
92,769
93,42
94,340
95,326
96,26
97,969
98,395
99,454
100,1481
101,476
102,107
103,1727
104,390
105,590
106,78
107,298
108,152
109,278
110,218
111,121
112,266
113,500
114,134
115,20
116,325
117,278
118,344
119,97
120,183
121,162
122,494
123,1439
124,67
125,117
126,30
127,344
128,70
129,183
130,349
131,384
132,157
133,596
134,399
135,786
136,195
137,278
138,245
139,266
140,1200
141,203
142,165
143,148
144,159
145,223
146,87
147,49
148,1043
149,528
150,439
151,706
152,22
153,472
154,111
155,826
156,331
157,125
158,33
159,313
160,23
161,113
162,158
163,1106
164,196
165,1913
166,367
167,468
168,321
169,1376
170,103
171,404
172,702
173,791
174,439
175,28
176,292
177,1231
178,243
179,102
180,268
181,1726
182,45
183,1041
184,33
185,59
186,1670
187,163
188,349
189,1183
190,311
191,191
192,273
193,3410
194,444
195,297
196,185
197,78
198,969
199,137
200,1173
201,880
202,41
203,585
204,212
205,866
206,216
207,424
208,1071
209,1405
210,1413
211,211
212,284
213,220
214,1261
215,1143
216,351
217,261
218,178
219,911
220,304
221,649
222,878
223,34
224,2085
225,662
226,198
227,684
228,23
229,242
230,69
231,39
232,60
233,193
234,325
235,100
236,1105
237,310
238,155
239,476
240,365
241,298
242,1462
243,879
244,96
245,462
246,250
247,1047
248,851
249,62
250,279
251,521
252,1650
253,21
254,217
255,987
256,209
257,394
258,92
259,48
260,1668
261,589
262,1044
263,204
264,37
265,1384
266,170
267,177
268,23
269,249
270,23
271,313
272,272
273,126
274,1302
275,90
276,1275
277,205
278,289
279,287
280,113
281,22
282,87
283,119
284,53
285,906
286,72
287,153
288,128
289,35
290,104
291,23
292,22
293,314
294,593
295,262
296,1025
297,100
298,392
299,21
300,754
301,735
302,169
303,98
304,782
305,164
306,552
307,377
308,87
309,213
310,659
311,179
312,167
313,528
314,276
315,286
316,152
317,586
318,410
319,701
320,348
321,356
322,547
323,369
324,354
325,66
326,52
327,28
328,753
329,302
330,239
331,83
332,363
333,205
334,691
335,839
336,234
337,199
338,425
339,367
340,320
341,28
342,431
343,540
344,1213
345,97
346,230
347,355
348,372
349,278
350,138
351,104
352,524
353,377
354,503
355,24
356,327
357,117
358,417
359,215
360,150
361,1585
362,1206
363,305
364,28
365,339
366,207
367,302
368,22
369,554
370,77
371,477
372,83
373,107
374,942
375,651
376,216
377,92
378,25
379,477
380,197
381,584
382,279
383,287
384,481
385,170
386,142
387,195
388,247
389,183
390,111
391,313
392,190
393,32
394,47
395,72
396,23
397,438
398,558
399,236
400,60
401,38
402,348
403,57
404,208
405,1368
406,254
407,444
408,1056
409,1544
410,337
411,554
412,646
413,32
414,584
415,23
416,79
417,210
418,35
419,593
420,37
421,245
422,520
423,205
424,319
425,62
426,104
427,22
428,23
429,131
430,188
431,22
432,853
433,94
434,63
435,230
436,102
437,287
438,1290
439,26
440,193
441,351
442,1237
443,426
444,346
445,20
446,624
447,90
448,317
449,337
450,46
451,2059
452,50
453,42
454,102
455,845
456,787
457,775
458,41
459,61
460,75
461,327
462,1164
463,1043
464,174
465,139
466,1282
467,26
468,315
469,621
470,326
471,205
472,169
473,24
474,106
475,80
476,133
477,2143
478,1013
479,79
480,244
481,20
482,540
483,64
484,1060
485,134
486,448
487,202
488,60
489,94
490,100
491,68
492,956
493,495
494,192
495,109
496,90
497,117
498,34
499,71
500,495
501,717
502,460
503,596
504,137
505,167
506,20
507,35
508,376
509,718
510,259
511,534
512,22
513,163
514,24
515,77
516,91
517,24
518,849
519,168
520,369
521,172
522,1016
523,226
524,22
525,1495
526,112
527,1135
528,875
529,942
530,553
531,322
532,165
533,814
534,943
535,1026
536,214
537,669
538,211
539,646
540,135
541,669
542,263
543,492
544,316
545,111
546,327
547,340
548,75
549,20
550,379
551,462
552,431
553,175
554,558
555,802
556,377
557,244
558,215
559,416
560,35
561,181
562,951
563,136
564,582
565,331
566,143
567,21
568,947
569,1104
570,50
571,547
572,776
573,41
574,516
575,404
576,206
577,500
578,52
579,383
580,147
581,71
582,685
583,91
584,47
585,2044
586,123
587,499
588,103
589,377
590,1340
591,345
592,123
593,257
594,100
595,498
596,57
597,720
598,440
599,97
600,755
601,677
602,538
603,65
604,451
605,1888
606,25
607,950
608,229
609,22
610,521
611,283
612,78
613,703
614,81
615,819
616,505
617,155
618,110
619,486
620,26
621,165
622,815
623,440
624,105
625,251
626,356
627,23
628,480
629,536
630,22
631,348
632,986
633,22
634,299
635,551
636,22
637,132
638,397
639,114
640,502
641,185
642,410
643,165
644,682
645,763
646,308
647,216
648,114
649,125
650,48
651,423
652,101
653,42
654,300
655,33
656,63
657,1019
658,115
659,616
660,419
661,169
662,581
663,717
664,517
665,177
666,421
667,862
668,280
669,237
670,230
671,503
672,742
673,20
674,335
675,96
676,187
677,33
678,78
679,533
680,948
681,599
682,45
683,670
684,114
685,102
686,778
687,309
688,1269
689,78
690,490
691,549
692,243
693,961
694,586
695,51
696,1307
697,1263
698,394
699,300
700,310
701,353
702,1149
703,758
704,325
705,1552
706,165
707,285
708,1268
709,461
710,142
711,227
712,30
713,1045
714,408
715,427
716,2202
717,152
718,35
719,154
720,97
721,127
722,1333
723,38
724,23
725,186
726,296
727,233
728,75
729,249
730,455
731,439
732,341
733,1232
734,759
735,292
736,22
737,76
738,462
739,1647
740,808
741,1093
742,554
743,266
744,310
745,191
746,387
747,2237
748,891
749,249
750,157
751,224
752,237
753,1116
754,1699
755,408
756,64
757,100
758,466
759,152
760,437
761,145
762,197
763,25
764,1323
765,481
766,1057
767,118
768,446
769,578
770,411
771,173
772,490
773,397
774,107
775,263
776,43
777,234
778,958
779,497
780,918
781,285
782,385
783,44
784,870
785,80
786,1832
787,139
788,317
789,660
790,25
791,986
792,62
793,232
794,33
795,100
796,907
797,40
798,686
799,271
800,175
801,1132
802,312
803,49
804,29
805,181
806,1260
807,31
808,26
809,35
810,20
811,721
812,83
